date,price
2018-06-26,46.6
2018-06-27,46.6
2018-06-28,46.45
2018-06-29,44.77
2018-06-30,45.8
2018-07-01,45.58
2018-07-02,50.4
2018-07-03,51.45
2018-07-04,53.38
2018-07-05,55.04
2018-07-06,50.87
2018-07-07,47.32
2018-07-08,48.91
2018-07-09,51.28
2018-07-10,53.57
2018-07-11,53.47
2018-07-12,53.76
2018-07-13,53.37
2018-07-14,51.71
2018-07-15,51.35
2018-07-16,54.29
2018-07-17,53.19
2018-07-18,51.78
2018-07-19,52.38
2018-07-20,54.19
2018-07-21,52.78
2018-07-22,52.62
2018-07-23,54.95
2018-07-24,56.33
2018-07-25,55.09
2018-07-26,54.22
2018-07-27,53.25
2018-07-28,50.22
2018-07-29,50.21
2018-07-30,53.45
2018-07-31,53.93
2018-08-01,56.23
2018-08-02,57.71
2018-08-03,57.49
2018-08-04,51.67
2018-08-05,49.56
2018-08-06,55.02
2018-08-07,58.32
2018-08-08,52.03
2018-08-09,51.18
2018-08-10,47.43
2018-08-11,47.14
2018-08-12,45.55
2018-08-13,56.96
2018-08-14,57.74
2018-08-15,54.28
2018-08-16,51.37
2018-08-17,50.68
2018-08-18,47.58
2018-08-19,45.62
2018-08-20,52.25
2018-08-21,58.48
2018-08-22,57.4
2018-08-23,59.87
2018-08-24,52.82
2018-08-25,51.75
2018-08-26,52.25
2018-08-27,54.57
2018-08-28,65.59
2018-08-29,64.82
2018-08-30,63.52
2018-08-31,63.59
2018-09-01,59.31
2018-09-02,56.66
2018-09-03,63.04
2018-09-04,65.43
2018-09-05,64.63
2018-09-06,63.92
2018-09-07,59.87
2018-09-08,54.55
2018-09-09,54.01
2018-09-10,55.73
2018-09-11,57.17
2018-09-12,53.17
2018-09-13,56.98
2018-09-14,57.86
2018-09-15,49.12
2018-09-16,50.87
2018-09-17,57.41
2018-09-18,56.42
2018-09-19,50.05
2018-09-20,43.36
2018-09-21,36.56
2018-09-22,21.96
2018-09-23,36.97
2018-09-24,39.4
2018-09-25,47.89
2018-09-26,29.82
2018-09-27,35.32
2018-09-28,39.64
2018-09-29,38.27
2018-09-30,33.82
2018-10-01,48.09
2018-10-02,48.69
2018-10-03,45.87
2018-10-04,58.04
2018-10-05,48.05
2018-10-06,46.82
2018-10-07,49.45
2018-10-08,47.13
2018-10-09,45.91
2018-10-10,49.97
2018-10-11,45.13
2018-10-12,45.53
2018-10-13,34.0
2018-10-14,18.09
2018-10-15,39.74
2018-10-16,47.62
2018-10-17,44.55
2018-10-18,44.11
2018-10-19,45.25
2018-10-20,43.6
2018-10-21,40.57
2018-10-22,37.81
2018-10-23,35.63
2018-10-24,41.22
2018-10-25,44.05
2018-10-26,50.52
2018-10-27,44.17
2018-10-28,44.27
2018-10-29,44.64
2018-10-30,42.58
2018-10-31,42.58
2018-11-01,45.35
2018-11-02,44.83
2018-11-03,43.71
2018-11-04,43.55
2018-11-05,47.52
2018-11-06,51.2
2018-11-07,52.6
2018-11-08,54.96
2018-11-09,48.91
2018-11-10,42.65
2018-11-11,40.44
2018-11-12,45.02
2018-11-13,47.7
2018-11-14,52.5
2018-11-15,47.11
2018-11-16,46.79
2018-11-17,45.89
2018-11-18,47.09
2018-11-19,48.52
2018-11-20,47.0
2018-11-21,50.38
2018-11-22,65.73
2018-11-23,54.6
2018-11-24,48.91
2018-11-25,49.38
2018-11-26,67.11
2018-11-27,73.94
2018-11-28,51.78
2018-11-29,45.24
2018-11-30,45.14
2018-12-01,45.41
2018-12-02,44.52
2018-12-03,47.42
2018-12-04,45.2
2018-12-05,51.45
2018-12-06,52.32
2018-12-07,48.12
2018-12-08,43.79
2018-12-09,41.02
2018-12-10,46.79
2018-12-11,50.28
2018-12-12,60.74
2018-12-13,58.29
2018-12-14,59.47
2018-12-15,52.05
2018-12-16,49.94
2018-12-17,65.97
2018-12-18,59.7
2018-12-19,53.14
2018-12-20,53.31
2018-12-21,52.25
2018-12-22,51.07
2018-12-23,53.32
2018-12-24,50.9
2018-12-25,42.47
2018-12-26,43.4
2018-12-27,51.26
2018-12-28,53.42
2018-12-29,49.86
2018-12-30,50.88
2018-12-31,49.85
2019-01-01,22.58
2019-01-02,42.65
2019-01-03,57.05
2019-01-04,51.0
2019-01-05,50.72
2019-01-06,51.16
2019-01-07,51.95
2019-01-08,49.5
2019-01-09,50.07
2019-01-10,59.51
2019-01-11,49.49
2019-01-12,48.24
2019-01-13,47.95
2019-01-14,43.9
2019-01-15,50.34
2019-01-16,52.15
2019-01-17,52.25
2019-01-18,61.17
2019-01-19,55.04
2019-01-20,55.05
2019-01-21,68.84
2019-01-22,62.93
2019-01-23,68.1
2019-01-24,79.12
2019-01-25,65.26
2019-01-26,54.07
2019-01-27,52.17
2019-01-28,56.2
2019-01-29,61.56
2019-01-30,57.99
2019-01-31,57.35
2019-02-01,54.1
2019-02-02,51.05
2019-02-03,50.18
2019-02-04,53.85
2019-02-05,52.38
2019-02-06,53.52
2019-02-07,49.72
2019-02-08,48.67
2019-02-09,47.04
2019-02-10,45.51
2019-02-11,46.97
2019-02-12,48.03
2019-02-13,45.61
2019-02-14,44.76
2019-02-15,43.67
2019-02-16,39.84
2019-02-17,41.45
2019-02-18,43.72
2019-02-19,41.58
2019-02-20,42.51
2019-02-21,44.29
2019-02-22,45.25
2019-02-23,39.59
2019-02-24,38.26
2019-02-25,41.03
2019-02-26,41.46
2019-02-27,41.03
2019-02-28,40.16
2019-03-01,45.17
2019-03-02,41.1
2019-03-03,40.13
2019-03-04,41.85
2019-03-05,43.76
2019-03-06,44.75
2019-03-07,43.14
2019-03-08,38.74
2019-03-09,38.15
2019-03-10,39.09
2019-03-11,45.21
2019-03-12,45.0
2019-03-13,41.29
2019-03-14,41.43
2019-03-15,42.74
2019-03-16,40.74
2019-03-17,34.69
2019-03-18,40.14
2019-03-19,45.53
2019-03-20,41.27
2019-03-21,38.94
2019-03-22,39.82
2019-03-23,33.25
2019-03-24,33.44
2019-03-25,37.96
2019-03-26,39.47
2019-03-27,39.48
2019-03-28,35.55
2019-03-29,28.11
2019-03-30,31.98
2019-03-31,28.85
2019-04-01,38.04
2019-04-02,35.07
2019-04-03,39.47
2019-04-04,39.08
2019-04-05,39.5
2019-04-06,38.5
2019-04-07,39.42
2019-04-08,41.1
2019-04-09,41.63
2019-04-10,43.59
2019-04-11,47.79
2019-04-12,46.63
2019-04-13,43.93
2019-04-14,41.87
2019-04-15,45.53
2019-04-16,45.03
2019-04-17,43.88
2019-04-18,43.56
2019-04-19,41.6
2019-04-20,41.68
2019-04-21,38.24
2019-04-22,35.62
2019-04-23,35.52
2019-04-24,31.24
2019-04-25,39.24
2019-04-26,41.08
2019-04-27,32.85
2019-04-28,25.25
2019-04-29,37.83
2019-04-30,37.06
2019-05-01,17.51
2019-05-02,24.71
2019-05-03,37.68
2019-05-04,39.9
2019-05-05,38.23
2019-05-06,42.45
2019-05-07,43.46
2019-05-08,40.64
2019-05-09,40.01
2019-05-10,36.94
2019-05-11,37.91
2019-05-12,11.99
2019-05-13,37.3
2019-05-14,41.89
2019-05-15,42.52
2019-05-16,38.82
2019-05-17,37.45
2019-05-18,33.54
2019-05-19,37.02
2019-05-20,41.79
2019-05-21,40.1
2019-05-22,38.64
2019-05-23,38.56
2019-05-24,38.41
2019-05-25,35.42
2019-05-26,29.28
2019-05-27,33.7
2019-05-28,35.87
2019-05-29,31.62
2019-05-30,9.43
2019-05-31,26.48
2019-06-01,21.99
2019-06-02,21.19
2019-06-03,31.87
2019-06-04,27.48
2019-06-05,28.63
2019-06-06,9.04
2019-06-07,23.98
2019-06-08,9.18
2019-06-09,9.78
2019-06-10,21.1
2019-06-11,23.98
2019-06-12,24.56
2019-06-13,27.26
2019-06-14,30.78
2019-06-15,24.36
2019-06-16,24.0
2019-06-17,27.56
2019-06-18,27.54
2019-06-19,28.68
2019-06-20,28.67
2019-06-21,26.28
2019-06-22,20.47
2019-06-23,22.53
2019-06-24,31.06
2019-06-25,31.44
2019-06-26,29.86
2019-06-27,28.38
2019-06-28,30.05
2019-06-29,23.77
2019-06-30,18.52
2019-07-01,26.54
2019-07-02,27.25
2019-07-03,29.1
2019-07-04,28.73
2019-07-05,29.04
2019-07-06,28.48
2019-07-07,27.63
2019-07-08,31.05
2019-07-09,32.91
2019-07-10,33.14
2019-07-11,35.1
2019-07-12,36.69
2019-07-13,36.57
2019-07-14,36.15
2019-07-15,37.92
2019-07-16,37.5
2019-07-17,38.73
2019-07-18,38.58
2019-07-19,38.12
2019-07-20,36.19
2019-07-21,35.12
2019-07-22,37.21
2019-07-23,37.74
2019-07-24,38.91
2019-07-25,39.54
2019-07-26,38.99
2019-07-27,36.97
2019-07-28,35.4
2019-07-29,39.42
2019-07-30,40.06
2019-07-31,42.44
2019-08-01,41.23
2019-08-02,41.75
2019-08-03,39.17
2019-08-04,39.39
2019-08-05,44.31
2019-08-06,40.56
2019-08-07,41.02
2019-08-08,38.92
2019-08-09,39.44
2019-08-10,34.12
2019-08-11,28.54
2019-08-12,36.46
2019-08-13,37.02
2019-08-14,35.09
2019-08-15,33.95
2019-08-16,34.71
2019-08-17,29.71
2019-08-18,33.35
2019-08-19,34.18
2019-08-20,35.44
2019-08-21,36.02
2019-08-22,35.79
2019-08-23,34.88
2019-08-24,34.64
2019-08-25,33.24
2019-08-26,38.1
2019-08-27,40.2
2019-08-28,43.43
2019-08-29,40.39
2019-08-30,37.68
2019-08-31,34.58
2019-09-01,32.28
2019-09-02,37.53
2019-09-03,39.07
2019-09-04,42.25
2019-09-05,34.26
2019-09-06,33.69
2019-09-07,34.67
2019-09-08,35.29
2019-09-09,39.26
2019-09-10,35.12
2019-09-11,33.69
2019-09-12,32.28
2019-09-13,32.13
2019-09-14,30.75
2019-09-15,23.55
2019-09-16,29.84
2019-09-17,35.38
2019-09-18,36.6
2019-09-19,38.69
2019-09-20,38.65
2019-09-21,33.08
2019-09-22,32.9
2019-09-23,37.27
2019-09-24,42.48
2019-09-25,36.9
2019-09-26,35.83
2019-09-27,33.75
2019-09-28,31.23
2019-09-29,30.99
2019-09-30,32.65
2019-10-01,33.88
2019-10-02,34.95
2019-10-03,35.65
2019-10-04,36.82
2019-10-05,35.96
2019-10-06,35.52
2019-10-07,45.55
2019-10-08,37.59
2019-10-09,38.12
2019-10-10,35.66
2019-10-11,32.97
2019-10-12,34.03
2019-10-13,35.15
2019-10-14,43.82
2019-10-15,45.33
2019-10-16,46.76
2019-10-17,46.43
2019-10-18,40.54
2019-10-19,34.69
2019-10-20,34.55
2019-10-21,43.15
2019-10-22,32.99
2019-10-23,34.72
2019-10-24,36.96
2019-10-25,33.85
2019-10-26,29.04
2019-10-27,35.58
2019-10-28,39.94
2019-10-29,39.76
2019-10-30,40.02
2019-10-31,39.19
2019-11-01,37.43
2019-11-02,35.06
2019-11-03,36.21
2019-11-04,40.48
2019-11-05,45.33
2019-11-06,52.92
2019-11-07,46.48
2019-11-08,46.8
2019-11-09,41.69
2019-11-10,41.71
2019-11-11,43.65
2019-11-12,41.79
2019-11-13,47.6
2019-11-14,46.57
2019-11-15,40.88
2019-11-16,39.27
2019-11-17,38.35
2019-11-18,41.49
2019-11-19,40.4
2019-11-20,44.09
2019-11-21,41.46
2019-11-22,39.63
2019-11-23,37.15
2019-11-24,37.87
2019-11-25,42.4
2019-11-26,44.79
2019-11-27,41.52
2019-11-28,40.4
2019-11-29,40.15
2019-11-30,40.34
2019-12-01,40.18
2019-12-02,44.11
2019-12-03,47.87
2019-12-04,40.4
2019-12-05,37.52
2019-12-06,34.37
2019-12-07,33.57
2019-12-08,30.86
2019-12-09,31.45
2019-12-10,41.54
2019-12-11,33.3
2019-12-12,43.05
2019-12-13,36.6
2019-12-14,33.9
2019-12-15,32.79
2019-12-16,39.03
2019-12-17,38.43
2019-12-18,38.02
2019-12-19,36.99
2019-12-20,35.98
2019-12-21,34.49
2019-12-22,35.63
2019-12-23,35.79
2019-12-24,35.65
2019-12-25,35.03
2019-12-26,35.99
2019-12-27,38.47
2019-12-28,33.91
2019-12-29,28.53
2019-12-30,25.26
2019-12-31,23.04
2020-01-01,27.74
2020-01-02,26.76
2020-01-03,22.64
2020-01-04,21.17
2020-01-05,29.65
2020-01-06,29.61
2020-01-07,29.14
2020-01-08,22.48
2020-01-09,28.0
2020-01-10,31.71
2020-01-11,24.91
2020-01-12,22.86
2020-01-13,28.63
2020-01-14,22.87
2020-01-15,22.62
2020-01-16,24.32
2020-01-17,24.45
2020-01-18,23.24
2020-01-19,22.85
2020-01-20,22.71
2020-01-21,20.84
2020-01-22,20.76
2020-01-23,20.76
2020-01-24,19.76
2020-01-25,20.34
2020-01-26,19.94
2020-01-27,21.12
2020-01-28,22.77
2020-01-29,21.02
2020-01-30,21.39
2020-01-31,18.72
2020-02-01,14.07
2020-02-02,15.08
2020-02-03,25.71
2020-02-04,26.0
2020-02-05,19.57
2020-02-06,20.35
2020-02-07,24.19
2020-02-08,13.67
2020-02-09,7.99
2020-02-10,9.29
2020-02-11,11.81
2020-02-12,13.17
2020-02-13,27.82
2020-02-14,29.83
2020-02-15,11.57
2020-02-16,8.97
2020-02-17,9.85
2020-02-18,13.92
2020-02-19,28.31
2020-02-20,17.49
2020-02-21,10.03
2020-02-22,6.86
2020-02-23,8.14
2020-02-24,28.2
2020-02-25,16.22
2020-02-26,28.74
2020-02-27,44.09
2020-02-28,30.41
2020-02-29,11.95
2020-03-01,10.52
2020-03-02,25.6
2020-03-03,20.6
2020-03-04,31.14
2020-03-05,30.87
2020-03-06,22.89
2020-03-07,14.63
2020-03-08,9.44
2020-03-09,10.99
2020-03-10,11.1
2020-03-11,9.37
2020-03-12,8.6
2020-03-13,9.32
2020-03-14,13.72
2020-03-15,6.85
2020-03-16,23.62
2020-03-17,16.61
2020-03-18,10.88
2020-03-19,16.52
2020-03-20,15.78
2020-03-21,9.32
2020-03-22,7.62
2020-03-23,11.87
2020-03-24,6.9
2020-03-25,6.78
2020-03-26,12.47
2020-03-27,12.46
2020-03-28,5.26
2020-03-29,5.5
2020-03-30,20.04
2020-03-31,11.52
2020-04-01,6.99
2020-04-02,4.58
2020-04-03,4.06
2020-04-04,8.75
2020-04-05,4.52
2020-04-06,6.74
2020-04-07,10.0
2020-04-08,7.8
2020-04-09,8.74
2020-04-10,10.97
2020-04-11,9.6
2020-04-12,3.85
2020-04-13,2.44
2020-04-14,10.05
2020-04-15,4.62
2020-04-16,5.45
2020-04-17,11.87
2020-04-18,9.82
2020-04-19,4.82
2020-04-20,9.27
2020-04-21,10.34
2020-04-22,10.51
2020-04-23,13.64
2020-04-24,8.32
2020-04-25,4.85
2020-04-26,7.8
2020-04-27,17.53
2020-04-28,21.17
2020-04-29,20.25
2020-04-30,10.6
2020-05-01,7.27
2020-05-02,8.65
2020-05-03,9.91
2020-05-04,18.95
2020-05-05,16.77
2020-05-06,10.64
2020-05-07,13.53
2020-05-08,9.6
2020-05-09,8.11
2020-05-10,7.5
2020-05-11,13.38
2020-05-12,13.35
2020-05-13,27.29
2020-05-14,18.86
2020-05-15,13.4
2020-05-16,9.39
2020-05-17,10.04
2020-05-18,16.77
2020-05-19,19.13
2020-05-20,26.08
2020-05-21,13.64
2020-05-22,10.17
2020-05-23,3.98
2020-05-24,4.52
2020-05-25,16.89
2020-05-26,20.29
2020-05-27,10.87
2020-05-28,13.7
2020-05-29,15.29
2020-05-30,4.62
2020-05-31,2.29
2020-06-01,8.89
2020-06-02,28.02
2020-06-03,35.9
2020-06-04,25.84
2020-06-05,21.62
2020-06-06,4.13
2020-06-07,7.35
2020-06-08,26.32
2020-06-09,32.03
2020-06-10,21.42
2020-06-11,4.56
2020-06-12,2.55
2020-06-13,1.64
2020-06-14,3.35
2020-06-15,22.75
2020-06-16,23.62
2020-06-17,34.0
2020-06-18,33.4
2020-06-19,7.8
2020-06-20,8.61
2020-06-21,12.31
2020-06-22,36.76
2020-06-23,46.09
2020-06-24,43.48
2020-06-25,80.1
2020-06-26,47.82
2020-06-27,32.49
2020-06-28,25.51
2020-06-29,22.65
2020-06-30,10.87
2020-07-01,12.74
2020-07-02,13.05
2020-07-03,7.69
2020-07-04,2.92
2020-07-05,1.13
2020-07-06,1.61
2020-07-07,9.4
2020-07-08,15.37
2020-07-09,15.3
2020-07-10,15.05
2020-07-11,9.99
2020-07-12,10.79
2020-07-13,14.58
2020-07-14,15.54
2020-07-15,15.6
2020-07-16,16.04
2020-07-17,14.39
2020-07-18,11.72
2020-07-19,8.83
2020-07-20,9.83
2020-07-21,7.9
2020-07-22,4.99
2020-07-23,3.28
2020-07-24,5.68
2020-07-25,4.81
2020-07-26,2.9
2020-07-27,6.13
2020-07-28,3.79
2020-07-29,2.19
2020-07-30,1.64
2020-07-31,11.65
2020-08-01,11.18
2020-08-02,9.63
2020-08-03,27.03
2020-08-04,30.65
2020-08-05,18.22
2020-08-06,27.61
2020-08-07,29.39
2020-08-08,19.22
2020-08-09,19.27
2020-08-10,35.19
2020-08-11,39.19
2020-08-12,36.62
2020-08-13,31.64
2020-08-14,30.65
2020-08-15,19.49
2020-08-16,22.61
2020-08-17,47.47
2020-08-18,68.71
2020-08-19,53.93
2020-08-20,50.06
2020-08-21,36.97
2020-08-22,15.27
2020-08-23,20.52
2020-08-24,46.45
2020-08-25,54.64
2020-08-26,41.3
2020-08-27,47.44
2020-08-28,43.48
2020-08-29,28.56
2020-08-30,29.94
2020-08-31,51.13
2020-09-01,51.38
2020-09-02,47.62
2020-09-03,43.12
2020-09-04,35.29
2020-09-05,28.72
2020-09-06,29.97
2020-09-07,37.57
2020-09-08,26.18
2020-09-09,29.57
2020-09-10,39.65
2020-09-11,39.88
2020-09-12,26.94
2020-09-13,22.3
2020-09-14,42.9
2020-09-15,66.28
2020-09-16,46.24
2020-09-17,40.8
2020-09-18,34.31
2020-09-19,25.46
2020-09-20,23.55
2020-09-21,22.45
2020-09-22,27.51
2020-09-23,27.28
2020-09-24,15.71
2020-09-25,21.39
2020-09-26,5.55
2020-09-27,9.84
2020-09-28,41.05
2020-09-29,52.69
2020-09-30,43.44
2020-10-01,30.54
2020-10-02,16.79
2020-10-03,7.8
2020-10-04,7.8
2020-10-05,24.16
2020-10-06,25.01
2020-10-07,21.44
2020-10-08,23.09
2020-10-09,19.52
2020-10-10,22.83
2020-10-11,24.83
2020-10-12,41.84
2020-10-13,46.43
2020-10-14,21.52
2020-10-15,32.97
2020-10-16,31.76
2020-10-17,19.4
2020-10-18,17.97
2020-10-19,37.76
2020-10-20,29.75
2020-10-21,26.37
2020-10-22,15.17
2020-10-23,32.93
2020-10-24,17.57
2020-10-25,10.28
2020-10-26,20.37
2020-10-27,13.18
2020-10-28,9.87
2020-10-29,11.18
2020-10-30,16.34
2020-10-31,9.8
2020-11-01,5.55
2020-11-02,3.78
2020-11-03,9.93
2020-11-04,6.65
2020-11-05,2.76
2020-11-06,22.5
2020-11-07,4.24
2020-11-08,23.73
2020-11-09,46.91
2020-11-10,61.57
2020-11-11,46.9
2020-11-12,46.6
2020-11-13,35.71
2020-11-14,9.37
2020-11-15,3.86
2020-11-16,13.25
2020-11-17,7.75
2020-11-18,6.9
2020-11-19,14.99
2020-11-20,50.8
2020-11-21,2.59
2020-11-22,1.64
2020-11-23,9.49
2020-11-24,6.26
2020-11-25,6.83
2020-11-26,42.27
2020-11-27,59.45
2020-11-28,43.74
2020-11-29,32.71
2020-11-30,80.54
2020-12-01,66.01
2020-12-02,58.29
2020-12-03,33.15
2020-12-04,30.03
2020-12-05,19.68
2020-12-06,18.79
2020-12-07,17.13
2020-12-08,43.34
2020-12-09,53.5
2020-12-10,62.78
2020-12-11,44.53
2020-12-12,38.08
2020-12-13,46.11
2020-12-14,69.07
2020-12-15,43.18
2020-12-16,34.81
2020-12-17,29.64
2020-12-18,21.08
2020-12-19,17.35
2020-12-20,15.34
2020-12-21,17.7
2020-12-22,15.53
2020-12-23,18.44
2020-12-24,16.02
2020-12-25,18.54
2020-12-26,18.15
2020-12-27,7.15
2020-12-28,16.99
2020-12-29,21.31
2020-12-30,23.05
2020-12-31,22.49
2021-01-01,26.17
2021-01-02,31.58
2021-01-03,25.78
2021-01-04,42.17
2021-01-05,47.29
2021-01-06,41.06
2021-01-07,67.63
2021-01-08,76.72
2021-01-09,55.38
2021-01-10,42.02
2021-01-11,41.56
2021-01-12,43.82
2021-01-13,42.1
2021-01-14,71.95
2021-01-15,73.66
2021-01-16,54.71
2021-01-17,52.85
2021-01-18,54.93
2021-01-19,45.33
2021-01-20,35.04
2021-01-21,30.87
2021-01-22,29.74
2021-01-23,38.22
2021-01-24,47.83
2021-01-25,60.18
2021-01-26,60.06
2021-01-27,57.89
2021-01-28,58.08
2021-01-29,54.74
2021-01-30,48.87
2021-01-31,48.31
2021-02-01,86.29
2021-02-02,67.7
2021-02-03,52.44
2021-02-04,59.09
2021-02-05,78.73
2021-02-06,45.6
2021-02-07,40.66
2021-02-08,55.99
2021-02-09,69.36
2021-02-10,72.4
2021-02-11,98.53
2021-02-12,80.83
2021-02-13,53.22
2021-02-14,46.5
2021-02-15,63.65
2021-02-16,61.25
2021-02-17,50.02
2021-02-18,45.4
2021-02-19,47.66
2021-02-20,36.41
2021-02-21,35.03
2021-02-22,45.64
2021-02-23,41.34
2021-02-24,32.08
2021-02-25,31.78
2021-02-26,28.88
2021-02-27,32.55
2021-02-28,28.79
2021-03-01,34.34
2021-03-02,40.13
2021-03-03,39.63
2021-03-04,44.16
2021-03-05,47.92
2021-03-06,22.13
2021-03-07,26.98
2021-03-08,55.86
2021-03-09,54.09
2021-03-10,56.75
2021-03-11,27.85
2021-03-12,28.47
2021-03-13,28.81
2021-03-14,31.88
2021-03-15,45.91
2021-03-16,47.32
2021-03-17,49.91
2021-03-18,49.05
2021-03-19,49.98
2021-03-20,22.97
2021-03-21,20.08
2021-03-22,41.76
2021-03-23,36.48
2021-03-24,29.97
2021-03-25,33.11
2021-03-26,33.37
2021-03-27,18.5
2021-03-28,19.49
2021-03-29,23.5
2021-03-30,26.96
2021-03-31,33.35
2021-04-01,32.41
2021-04-02,18.58
2021-04-03,19.79
2021-04-04,10.46
2021-04-05,7.1
2021-04-06,29.0
2021-04-07,42.52
2021-04-08,45.92
2021-04-09,19.81
2021-04-10,19.88
2021-04-11,26.51
2021-04-12,38.27
2021-04-13,40.84
2021-04-14,56.59
2021-04-15,53.83
2021-04-16,43.49
2021-04-17,26.35
2021-04-18,25.0
2021-04-19,38.91
2021-04-20,27.37
2021-04-21,24.94
2021-04-22,21.34
2021-04-23,23.13
2021-04-24,17.91
2021-04-25,16.43
2021-04-26,50.85
2021-04-27,54.08
2021-04-28,58.01
2021-04-29,52.83
2021-04-30,51.49
2021-05-01,46.56
2021-05-02,45.64
2021-05-03,60.72
2021-05-04,40.13
2021-05-05,41.81
2021-05-06,59.6
2021-05-07,65.54
2021-05-08,47.42
2021-05-09,25.94
2021-05-10,43.13
2021-05-11,41.22
2021-05-12,41.58
2021-05-13,35.32
2021-05-14,38.41
2021-05-15,21.61
2021-05-16,29.65
2021-05-17,53.02
2021-05-18,48.37
2021-05-19,57.19
2021-05-20,42.93
2021-05-21,29.64
2021-05-22,16.26
2021-05-23,20.78
2021-05-24,43.03
2021-05-25,52.93
2021-05-26,47.42
2021-05-27,53.1
2021-05-28,58.23
2021-05-29,42.26
2021-05-30,28.94
2021-05-31,50.9
2021-06-01,46.33
2021-06-02,48.01
2021-06-03,46.82
2021-06-04,47.03
2021-06-05,42.59
2021-06-06,41.04
2021-06-07,55.76
2021-06-08,54.41
2021-06-09,54.57
2021-06-10,54.52
2021-06-11,39.21
2021-06-12,17.82
2021-06-13,14.86
2021-06-14,31.7
2021-06-15,37.22
2021-06-16,48.03
2021-06-17,39.79
2021-06-18,35.17
2021-06-19,25.65
2021-06-20,27.32
2021-06-21,32.82
2021-06-22,38.44
2021-06-23,40.63
2021-06-24,41.42
2021-06-25,32.65
2021-06-26,31.02
2021-06-27,31.41
2021-06-28,45.43
2021-06-29,47.43
2021-06-30,46.12
2021-07-01,45.13
2021-07-02,48.37
2021-07-03,47.33
2021-07-04,50.66
2021-07-05,59.96
2021-07-06,62.75
2021-07-07,75.18
2021-07-08,77.02
2021-07-09,76.04
2021-07-10,55.65
2021-07-11,56.22
2021-07-12,80.81
2021-07-13,77.48
2021-07-14,76.67
2021-07-15,75.78
2021-07-16,59.42
2021-07-17,51.99
2021-07-18,32.91
2021-07-19,59.88
2021-07-20,56.07
2021-07-21,55.72
2021-07-22,53.13
2021-07-23,56.25
2021-07-24,55.81
2021-07-25,49.0
2021-07-26,54.79
2021-07-27,56.11
2021-07-28,54.5
2021-07-29,45.18
2021-07-30,46.25
2021-07-31,42.84
2021-08-01,50.39
2021-08-02,54.11
2021-08-03,56.02
2021-08-04,59.35
2021-08-05,60.24
2021-08-06,58.13
2021-08-07,52.59
2021-08-08,26.08
2021-08-09,62.65
2021-08-10,81.56
2021-08-11,83.96
2021-08-12,89.34
2021-08-13,76.82
2021-08-14,57.83
2021-08-15,56.6
2021-08-16,79.57
2021-08-17,62.07
2021-08-18,53.32
2021-08-19,75.22
2021-08-20,69.91
2021-08-21,51.62
2021-08-22,52.82
2021-08-23,69.38
2021-08-24,92.76
2021-08-25,58.9
2021-08-26,64.2
2021-08-27,71.4
2021-08-28,57.54
2021-08-29,63.81
2021-08-30,95.73
2021-08-31,91.84
2021-09-01,83.07
2021-09-02,83.41
2021-09-03,72.34
2021-09-04,75.18
2021-09-05,70.86
2021-09-06,98.37
2021-09-07,77.86
2021-09-08,67.71
2021-09-09,88.74
2021-09-10,100.07
2021-09-11,92.9
2021-09-12,94.56
2021-09-13,84.94
2021-09-14,120.16
2021-09-15,137.6
2021-09-16,116.88
2021-09-17,98.84
2021-09-18,82.99
2021-09-19,78.95
2021-09-20,122.11
2021-09-21,114.02
2021-09-22,94.84
2021-09-23,61.35
2021-09-24,77.03
2021-09-25,76.14
2021-09-26,80.01
2021-09-27,88.05
2021-09-28,97.13
2021-09-29,91.53
2021-09-30,80.22
2021-10-01,56.22
2021-10-02,61.29
2021-10-03,9.16
2021-10-04,56.84
2021-10-05,68.05
2021-10-06,83.22
2021-10-07,96.4
2021-10-08,100.08
2021-10-09,79.14
2021-10-10,34.47
2021-10-11,83.49
2021-10-12,117.84
2021-10-13,157.57
2021-10-14,78.36
2021-10-15,40.74
2021-10-16,9.1
2021-10-17,66.59
2021-10-18,123.92
2021-10-19,143.75
2021-10-20,39.02
2021-10-21,46.09
2021-10-22,39.36
2021-10-23,75.99
2021-10-24,27.26
2021-10-25,75.77
2021-10-26,70.23
2021-10-27,28.66
2021-10-28,26.04
2021-10-29,40.62
2021-10-30,20.42
2021-10-31,38.01
2021-11-01,51.12
2021-11-02,65.29
2021-11-03,72.24
2021-11-04,81.45
2021-11-05,56.8
2021-11-06,14.32
2021-11-07,21.3
2021-11-08,107.68
2021-11-09,51.83
2021-11-10,29.9
2021-11-11,24.34
2021-11-12,69.17
2021-11-13,47.94
2021-11-14,54.84
2021-11-15,70.5
2021-11-16,63.96
2021-11-17,47.75
2021-11-18,56.2
2021-11-19,14.96
2021-11-20,14.93
2021-11-21,61.56
2021-11-22,131.83
2021-11-23,122.1
2021-11-24,84.69
2021-11-25,103.72
2021-11-26,162.28
2021-11-27,175.08
2021-11-28,188.09
2021-11-29,263.96
2021-11-30,166.14
2021-12-01,124.15
2021-12-02,175.83
2021-12-03,169.39
2021-12-04,161.61
2021-12-05,133.3
2021-12-06,290.06
2021-12-07,241.29
2021-12-08,171.96
2021-12-09,253.31
2021-12-10,212.45
2021-12-11,178.24
2021-12-12,167.9
2021-12-13,205.26
2021-12-14,194.67
2021-12-15,79.08
2021-12-16,91.48
2021-12-17,152.56
2021-12-18,99.21
